fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Symbol
2018-09-30,USD,9742600000,4281500000,998300000,1019800000,1245500000,1737600000,5419700000,886400000,1285600000,4523500000,409800000,4113700000,None,None,21500000,278600000,51200000,5733700000,2543200000,1014000000,None,790200000,790200000,3146100000,None,3251900000,790200000,2461700000,3258500000,323800000,303700000,4008900000,None,2935800000,300000,300500000,APH
2018-06-30,USD,9510300000,4021400000,964400000,991100000,1159800000,1627300000,5449300000,888200000,1257800000,4550500000,421900000,4128600000,None,None,26700000,243200000,50200000,5749200000,2340800000,903100000,None,768400000,768400000,3356900000,None,3439000000,768400000,2670600000,3436600000,293200000,306900000,3761100000,None,2723300000,300000,300800000,APH
2018-03-31,USD,9403700000,3937100000,1000200000,1024300000,1166800000,1515800000,5431600000,839300000,1257400000,4580500000,434000000,4146500000,None,None,24100000,230200000,46800000,5489800000,2184700000,798200000,None,749900000,749900000,3251100000,None,3239300000,749900000,2489400000,3239300000,271600000,327900000,3913900000,None,2770900000,300000,303700000,APH
2017-12-31,USD,10003900000,4656000000,1719100000,1753700000,1106900000,1598600000,5345900000,816800000,1200100000,4484200000,441600000,4042600000,None,None,34600000,196800000,46900000,6014100000,1579400000,875600000,None,1100000,1100000,4381100000,None,3542600000,1100000,3541500000,3542600000,338800000,326400000,3989800000,None,2941500000,300000,305700000,APH
2017-09-30,USD,9608800000,4352900000,1452200000,1489600000,1098200000,1575500000,5220200000,790100000,1156400000,4416100000,446800000,3969300000,None,None,37400000,189600000,235800000,5541600000,1433700000,826800000,None,1100000,1100000,4065800000,None,3560800000,1100000,3559700000,3560800000,302500000,221100000,4067200000,None,3165300000,300000,305000000,APH
2017-06-30,USD,9172900000,3992400000,1316900000,1360100000,1059200000,1407300000,5146700000,769400000,1102600000,4362100000,459700000,3902400000,None,None,43200000,165800000,235100000,5298000000,1713900000,769900000,None,376000000,376000000,3543100000,None,3396600000,376000000,3020600000,3396600000,292600000,226000000,3874900000,None,3101400000,300000,305800000,APH
2017-03-31,USD,8707400000,3722400000,1242900000,1279700000,962300000,1318300000,4952400000,726900000,1052000000,4214100000,465400000,3748700000,None,None,36800000,162100000,230100000,5003200000,1583300000,682400000,None,375100000,375100000,3373000000,None,3237200000,375100000,2862100000,3237200000,236000000,222100000,3704200000,None,3049500000,300000,306600000,APH
2016-12-31,USD,8498700000,3591200000,1034600000,1173200000,928900000,1349300000,4906300000,711400000,1007200000,4153200000,474400000,3678800000,None,None,138600000,139800000,229000000,4823800000,1635200000,678200000,None,375200000,375200000,3218100000,None,3010700000,375200000,2635500000,3010700000,275600000,138800000,3674900000,None,3122700000,300000,308300000,APH
2021-10-30,USD,52322071000,5378317000,1977964000,1977964000,1200610000,1459056000,46841067000,1979051000,2956246000,42185640000,15267170000,26918470000,None,127856000,None,740687000,383938000,14329529000,2770312000,443434000,None,516663000,569239000,11559217000,52576000,6762885000,516663000,6253212000,6762885000,1757639000,555838000,37992542000,None,7517316000,87554000,525330672,ADI
2021-07-31,USD,21641190000,3090455000,1480701000,1480701000,657520000,823163000,35609290000,1173674000,2856531000,15527700000,3248802000,12278898000,None,105562000,105562000,129071000,17377061000,9377227000,2793342000,265933000,None,1324677000,1324677000,6583885000,None,3824819000,1324677000,3824819000,3824819000,1202732000,453701000,12263963000,None,7812859000,61370000,368214341,ADI
2021-05-01,USD,21588217000,2902800000,1305216000,1305216000,641202000,814135000,35903479000,1160586000,2853829000,15676011000,3393546000,12282465000,3389000,94033000,94033000,142247000,17524831000,9421113000,2776829000,279222000,None,1324451000,1324451000,6644284000,None,3823595000,1324451000,3823595000,3823595000,1173156000,458285000,12167104000,None,7564054000,61472000,368826918,ADI
2021-01-30,USD,21440110000,2624741000,1048063000,1048063000,618640000,826964000,36191804000,1129214000,2815730000,15818226000,3535475000,12282751000,7386000,91720000,91720000,131074000,17686155000,9352364000,1676757000,227423000,None,399220000,399220000,7675607000,None,4747347000,399220000,4747347000,4747347000,1050114000,473911000,12087746000,None,7395578000,61484000,368893742,ADI
2020-10-31,USD,21468603000,2517688000,1055860000,1055860000,608260000,737536000,18895684000,1120561000,2765095000,15928705000,3650280000,12278425000,5427000,86729000,86729000,29303000,17830354000,9470658000,1364986000,227273000,None,0,None,8105672000,None,5115204000,0,5145102000,5115204000,-781882000,449195000,11997945000,None,7236238000,61582000,369484899,ADI
2020-08-01,USD,21599568000,2485237000,1090264000,1090264000,612646000,None,19114331000,1134236000,2718628000,16070731000,3796932000,12273799000,None,82953000,82953000,9811000,17980095000,9822008000,1687776000,215894000,None,449324000,449324000,8134232000,None,5143653000,449324000,None,5592977000,245201000,438061000,11777560000,None,7079309000,61529000,369166257,ADI
2020-05-02,USD,21350938000,2051293000,784937000,784937000,590268000,None,19299645000,1189332000,2688800000,16182572000,3928902000,12253670000,None,76025000,None,87844000,18110313000,9760080000,1582002000,194211000,None,448945000,448945000,8178078000,None,5142223000,448945000,None,5591168000,208504000,438045000,11590858000,None,6945442000,61405000,368424615,ADI
2020-02-01,USD,21376827000,1911179000,654408000,654408000,588503000,None,19465648000,1206769000,2635873000,16330142000,4073078000,12257064000,None,30232000,None,83902000,18258879000,9687310000,1770542000,211670000,None,748460000,748460000,7916768000,None,4745302000,748460000,None,5493762000,162523000,412267000,11689517000,None,6906346000,61371000,368220091,ADI
2019-11-02,USD,21392641000,1985126000,648322000,648322000,609886000,635136000,18187526000,1219989000,2591268000,16474104000,4217224000,12256880000,0,77324000,None,91782000,18187526000,9683453000,1508632000,225270000,None,299667000,299667000,8174821000,None,5192252000,299667000,5192252000,5192252000,138798000,239937000,11709188000,None,6899253000,61385000,368302369,ADI
2019-08-03,USD,21566650000,2007058000,612164000,612164000,638305000,None,18338400000,1221192000,2538555000,16594265000,4346377000,12247888000,None,32290000,None,66613000,59800000,9776413000,1483680000,220230000,None,411434000,411434000,8292733000,None,5278643000,411434000,None,5690077000,193588000,148055000,11790237000,None,6821755000,61569000,369406136,ADI
2019-05-04,USD,21776325000,2080489000,713601000,713601000,608085000,None,18484369000,1211467000,2482443000,16739552000,4489182000,12250370000,None,31616000,None,72825000,60431000,10034067000,1365035000,208243000,None,374165000,374165000,8669032000,None,5612365000,374165000,None,5986530000,150017000,137470000,11742258000,None,6659449000,61628000,369761227,ADI
2019-02-02,USD,21828278000,1985180000,605864000,605864000,593211000,None,18661363000,1181735000,2432188000,16885588000,4631697000,12253891000,None,34757000,None,72375000,62929000,10242841000,849955000,222552000,None,0,None,9392886000,None,6234517000,None,None,6234517000,849955000,119764000,11585437000,None,6491013000,61387000,368314314,ADI
2018-11-03,USD,20438366000,2112126000,816591000,816591000,586760000,639717000,17171912000,1154328000,2373497000,17030796000,4778192000,12252604000,None,28730000,None,69058000,62868000,9170193000,1051748000,260919000,None,67000000,67000000,8118445000,None,6265674000,67000000,6265674000,6265674000,487417000,112337000,11268173000,None,5982697000,61694000,370159553,ADI
2018-08-04,USD,20548616000,2116557000,772575000,773000000,563645000,None,17324068000,1107991000,2347991000,17174900000,4920739000,12254161000,None,28540000,None,69584000,54850000,9692399000,1338883000,215688000,None,22500000,22500000,8353516000,None,6532746000,22500000,None,6555500000,547279000,114808000,10856217000,None,5449515000,61946000,371669966,ADI
2018-05-05,USD,20776454000,2188274000,806517000,807000000,551220000,None,17473601000,1114579000,2301197000,17324376000,5066191000,12258185000,None,26994000,None,70980000,55203000,10191099000,1432863000,213267000,None,56000000,56000000,8758236000,None,6926441000,56000000,None,6982000000,565668000,113817000,10585355000,None,5213941000,61817000,370897292,ADI
2018-02-03,USD,20853315000,2177746000,827550000,828000000,559720000,None,17560152000,1115417000,2251586000,17406496000,5182355000,12224141000,None,26246000,None,80715000,57563000,10505536000,1236548000,223107000,None,50000000,50000000,9268988000,None,7384856000,50000000,None,7435000000,529532000,121029000,10347779000,None,5012392000,61635000,369803589,ADI
2017-10-28,USD,21141294000,2351338000,1047838000,1048000000,550816000,None,17682652000,1107304000,2197123000,17536880000,5319425000,12217455000,None,24838000,0,63731000,56040000,10979754000,1596332000,236629000,None,300000000,300000000,9383422000,None,7551084000,300000000,None,7851000000,473972000,75500000,10161540000,None,4910939000,61441000,368635788,ADI
2017-07-29,USD,21114995000,2188643000,908569000,909000000,519695000,None,17827504000,1098848000,2157041000,17682507000,5440692000,12241815000,None,28958000,0,67827000,54333000,11192095000,1101077000,228127000,None,None,8199230000,10091018000,None,8199230000,8199230000,None,8199000000,449663000,130029000,9922900000,None,4730146000,61279000,367667745,ADI
2017-04-29,USD,26622683000,7535467000,5697743000,5698000000,647858000,None,17997897000,1089319000,2111896000,17857363000,5587862000,12269501000,None,28492000,490629000,68884000,52008000,16656088000,5449282000,190245000,None,4321169000,4321169000,11206806000,None,8572364000,4321169000,None,12893169000,377792000,175709000,9966595000,None,4827495000,61170000,367011463,ADI
2017-01-28,USD,10203371000,7233733000,4987263000,4987000000,365586000,None,2340714000,628924000,2071967000,2206915000,529516000,1677399000,None,22991000,1329803000,78570000,50943000,4896940000,811626000,156653000,None,None,4321169000,4085314000,None,3805400000,4321169000,None,3805000000,356666000,150971000,5306431000,None,4873245000,51535000,309206677,ADI
2021-09-30,USD,5974752000,1756685000,1080838000,1081365000,None,505776000,4218067000,90793000,None,3768891000,667268000,3101623000,1602000,None,527000,199491000,215259000,1635508000,600431000,12590000,650496000,None,None,1035077000,102842000,753451000,None,753451000,-1500000,269809000,94218000,4339244000,1097051000,4056049000,953000,87239000,ANSS
2021-06-30,USD,5890772000,1622364000,957704000,958208000,None,495543000,4268408000,91872000,None,3800134000,689398000,3110736000,1602000,None,504000,214492000,228207000,1640554000,595385000,9608000,689994000,None,None,1045169000,108207000,753327000,None,753327000,-1700000,247381000,79986000,4250218000,1070210000,3970707000,953000,87168000,ANSS
2021-03-31,USD,5818028000,1660952000,987427000,987943000,None,454165000,4157076000,93207000,None,3714140000,677357000,3036783000,1601000,None,516000,278720000,201675000,1706059000,624047000,16970000,747325000,4688000,4688000,1082012000,109454000,796400000,4688000,793515000,796400000,235793000,76822000,4111969000,1075537000,3876991000,953000,86808000,ANSS
2020-12-31,USD,5940590000,1719237000,912672000,913151000,None,569192000,4221353000,96503000,142272000,3733171000,694865000,3038306000,1602000,None,479000,268522000,225119000,1842718000,728825000,18691000,760871000,None,75000000,1113893000,120940000,1596200000,0,798118000,1596200000,338073000,84514000,4097872000,1124102000,3804593000,953000,86113000,ANSS
2020-09-30,USD,4846295000,1458721000,844741000,845209000,None,424508000,3387574000,90299000,None,2966375000,474785000,2491590000,1602000,None,468000,242160000,189227000,1256682000,561847000,10578000,664923000,None,None,694835000,101941000,497600000,0,423759000,497600000,224778000,105406000,3589613000,1131084000,3588961000,946000,85798000,ANSS
2020-06-30,USD,4671866000,1294264000,744546000,744979000,None,391106000,3377602000,88792000,None,2955993000,481694000,2474299000,1114000,None,433000,206038000,191326000,1233818000,543806000,10505000,661286000,19100000,None,690012000,103585000,497400000,0,423683000,497400000,325098000,96083000,3438048000,1141040000,3513334000,946000,85651000,ANSS
2020-03-31,USD,4526085000,1290700000,717748000,718030000,None,383761000,3235385000,82471000,None,2856820000,458136000,2398684000,1113000,None,282000,235565000,152521000,1233735000,537142000,12571000,718715000,18700000,None,696593000,107035000,425000000,0,423607000,425000000,352964000,96173000,3292350000,1153863000,3416770000,946000,85798000,ANSS
2019-12-31,USD,4838887000,1555480000,872094000,872382000,None,460151000,3283407000,83636000,129103000,2889991000,476711000,2413280000,1110000,None,288000,249619000,180032000,1385508000,695140000,14298000,716627000,93200000,75000000,690368000,91768000,997000000,75000000,423531000,997000000,351353000,96426000,3453379000,1041831000,3370706000,946000,85183000,ANSS
2019-09-30,USD,3582012000,1206226000,732684000,732902000,None,328511000,2375786000,70295000,None,2039240000,267378000,1771862000,4193000,None,218000,177734000,134757000,658688000,473830000,8172000,594700000,16700000,None,184858000,91173000,0,16700000,None,91173000,291385000,62484000,2923324000,1057955000,3204854000,932000,84109000,ANSS
2019-06-30,USD,3512842000,1133345000,631455000,631696000,None,335949000,2379497000,68294000,None,2057804000,282070000,1775734000,3107000,None,241000,203851000,124384000,695556000,505666000,9865000,656444000,17100000,None,189890000,90420000,0,17100000,None,90420000,321060000,62988000,2817286000,1069354000,3115391000,932000,83978000,ANSS
2019-03-31,USD,3372263000,1062811000,607391000,607628000,None,268526000,2309452000,63301000,None,2026555000,278327000,1748228000,2138000,None,237000,186657000,97699000,687882000,503410000,11502000,344276000,None,15266000,184472000,87259000,0,15266000,None,87259000,330890000,58843000,2684381000,1077252000,3005641000,932000,83764000,ANSS
2018-12-31,USD,3265964000,1311177000,777139000,777364000,None,317700000,1954787000,61655000,121546000,1783727000,211272000,1572455000,1646000,None,225000,216113000,82775000,616417000,524767000,7953000,671758000,None,None,91650000,None,None,0,0,None,328584000,61573000,2649547000,1075879000,2919411000,932000,83697000,ANSS
2018-09-30,USD,3056111000,1127567000,729180000,729391000,None,235547000,1928544000,57902000,None,1795131000,219564000,1575567000,1840000,None,211000,162629000,53226000,507565000,415439000,6767000,286453000,None,None,92126000,None,None,None,None,None,272872000,62171000,2548546000,1008370000,2766259000,932000,84158000,ANSS
2018-06-30,USD,3058250000,1142985000,695894000,696163000,None,258280000,1915265000,56501000,None,1804930000,229654000,1575276000,1379000,None,269000,188542000,39101000,550771000,435001000,7598000,323537000,None,None,115770000,None,None,None,None,None,306879000,76998000,2507479000,951912000,2676924000,932000,84105000,ANSS
2018-03-31,USD,2959166000,1327329000,885493000,889768000,39855000,256560000,1631837000,55806000,None,1525854000,146396000,1379458000,4353000,68511000,4275000,181001000,34731000,551806000,442092000,7259000,311718000,None,42206000,109714000,None,10072000,42206000,None,None,311718000,80865000,2407360000,981713000,2584328000,932000,83931000,ANSS
2017-12-31,USD,2941623000,1270266000,881501000,881787000,None,124659000,1671357000,57096000,116824000,1536178000,157625000,1378553000,3742000,None,286000,263820000,35972000,695792000,608553000,6042000,440491000,None,None,87239000,None,None,None,None,None,440491000,85778000,2245831000,907530000,2316916000,932000,84556000,ANSS
2017-09-30,USD,2846013000,1201674000,919571000,926635000,None,91356000,1599233000,57160000,None,1508440000,154996000,1353444000,2256000,None,7064000,183683000,33633000,558759000,496352000,4257000,381727000,None,32455000,62407000,None,None,32455000,None,None,381727000,60614000,2287254000,804012000,2264331000,932000,84774000,ANSS
2017-06-30,USD,2760965000,1145680000,857996000,863482000,None,83223000,1576176000,53930000,None,1496607000,153639000,1342968000,2214000,None,5486000,198975000,25639000,571550000,514787000,5245000,411646000,None,29587000,56763000,None,None,29587000,None,None,411646000,54487000,2189415000,814424000,2190701000,932000,85167000,ANSS
2017-03-31,USD,2794693000,1182069000,866188000,866556000,93557000,92332000,1578138000,54513000,None,1504503000,164112000,1340391000,994000,71883000,368000,223181000,19122000,583248000,528726000,4839000,414708000,None,26993000,54522000,None,10431000,26993000,None,None,414708000,52295000,2211445000,713853000,2120971000,932000,85456000,ANSS
2016-12-31,USD,2800526000,1169401000,822479000,822860000,None,107192000,1588798000,54677000,102224000,1509834000,172619000,1337215000,459000,None,381000,239349000,24287000,592121000,539100000,7395000,403279000,None,None,53021000,None,None,None,None,None,403279000,50762000,2208405000,675550000,2057665000,932000,86198000,ANSS
2021-09-30,USD,98060000000,51904000000,5490000000,33957000000,None,-455000000,46156000000,3835000000,None,34933000000,10749000000,24184000000,34161000000,5584000000,28467000000,5140000000,1804000000,62252000000,35162000000,None,None,1024000000,175000000,26302000000,None,25784000000,849000000,21761000000,25959000000,8461000000,1912000000,35737000000,None,26700000000,2000000,242847676,ANTM
2021-06-30,USD,96097000000,50238000000,5258000000,32852000000,None,-323000000,45859000000,3733000000,None,34939000000,10540000000,24399000000,33187000000,5498000000,27594000000,4701000000,1689000000,61051000000,33794000000,None,None,1024000000,175000000,26483000000,None,26035000000,849000000,22217000000,26210000000,7730000000,1869000000,34968000000,None,25874000000,2000000,243922167,ANTM
2021-03-31,USD,95683000000,54495000000,9326000000,37511000000,None,-406000000,41188000000,3533000000,None,31060000000,9352000000,21708000000,35147000000,5032000000,28185000000,4693000000,1563000000,61765000000,34749000000,None,None,700000000,700000000,26240000000,None,26086000000,700000000,22534000000,26086000000,10159000000,1745000000,33853000000,None,24793000000,2000000,245401430,ANTM
2020-12-31,USD,86615000000,45751000000,5741000000,30733000000,None,-374000000,40864000000,3483000000,3844000000,31096000000,9405000000,21691000000,31038000000,4847000000,24992000000,4060000000,1438000000,53416000000,29453000000,None,None,700000000,0,23169000000,None,20035000000,700000000,19335000000,20035000000,6052000000,1815000000,33199000000,None,23802000000,3000000,245401430,ANTM
2020-09-30,USD,86574000000,45450000000,3984000000,29766000000,None,-160000000,41124000000,3363000000,None,31184000000,9497000000,21687000000,31529000000,4728000000,25782000000,4147000000,1849000000,52653000000,28561000000,None,None,1749000000,150000000,23308000000,None,24370000000,1599000000,19094000000,24520000000,6245000000,1839000000,33921000000,None,24678000000,3000000,249444426,ANTM
2020-06-30,USD,87976000000,46764000000,6028000000,31516000000,None,-321000000,41212000000,3427000000,None,31218000000,9577000000,21641000000,31219000000,4617000000,25488000000,4260000000,1950000000,53521000000,28522000000,None,None,1603000000,0,24223000000,None,24699000000,1603000000,19873000000,24699000000,7252000000,1853000000,34455000000,None,25346000000,3000000,252122363,ANTM
2020-03-31,USD,82399000000,41256000000,5345000000,25796000000,None,-282000000,41143000000,3350000000,None,31274000000,9613000000,21661000000,25563000000,4686000000,20451000000,4135000000,1833000000,50706000000,27039000000,None,None,2678000000,1075000000,22913000000,None,300000000000,1603000000,19005000000,301075000000,5202000000,1695000000,31693000000,None,23360000000,3000000,252020028,ANTM
2019-12-31,USD,77453000000,39033000000,4937000000,25635000000,None,93000000,38390000000,3133000000,3346000000,29174000000,8674000000,20500000000,25784000000,4733000000,20698000000,3020000000,1350000000,45725000000,23532000000,None,None,2298000000,700000000,19207000000,None,19385000000,1598000000,17787000000,20085000000,4127000000,1420000000,31728000000,None,22573000000,3000000,252922161,ANTM
2019-09-30,USD,77809000000,39504000000,4190000000,24160000000,None,91000000,38276000000,2921000000,None,29256000000,8756000000,20500000000,24867000000,4432000000,19970000000,2113000000,1667000000,46477000000,23234000000,None,None,1410000000,710000000,20442000000,None,21091000000,700000000,18820000000,21801000000,3867000000,1622000000,31332000000,None,22104000000,3000000,253780229,ANTM
2019-06-30,USD,75851000000,37805000000,4078000000,23215000000,None,296000000,38013000000,2837000000,None,29340000000,8840000000,20500000000,23930000000,4228000000,19137000000,2151000000,1608000000,45058000000,23090000000,None,None,1860000000,1010000000,19102000000,None,19391000000,850000000,17436000000,20401000000,3935000000,1666000000,30793000000,None,21679000000,3000000,255876479,ANTM
2019-03-31,USD,74523000000,36611000000,4482000000,22297000000,None,None,38371000000,2799000000,None,29425000000,8925000000,20500000000,22608000000,4202000000,17815000000,2172000000,1453000000,44525000000,22682000000,None,None,1946000000,1095000000,21124000000,None,17396000000,851000000,17396000000,1095000000,4037000000,1612000000,29998000000,None,21136000000,3000000,257354383,ANTM
2018-12-31,USD,71571000000,34321000000,3934000000,20647000000,None,-270000000,37704000000,2735000000,2813000000,29511000000,9007000000,20504000000,21530000000,4213000000,16713000000,2104000000,758000000,43030000000,21965000000,None,None,1994000000,1145000000,20359000000,None,18066000000,849000000,17217000000,19211000000,3190000000,1182000000,28541000000,None,19988000000,3000000,257395577,ANTM
2018-09-30,USD,74445000000,37108000000,4260000000,21671000000,None,69000000,37799000000,2592000000,None,29569000000,9101000000,20468000000,22220000000,4068000000,17411000000,2875000000,1074000000,45351000000,24174000000,None,None,2119000000,1270000000,20508000000,None,17300000000,849000000,17300000000,1270000000,3306000000,1145000000,29094000000,None,20182000000,3000000,258931814,ANTM
2018-06-30,USD,74367400000,37370400000,4682000000,21787400000,None,154500000,37451600000,2392200000,None,29638800000,9224300000,20414500000,21712700000,3982700000,17105400000,3106100000,950400000,45642400000,24505700000,None,None,1770200000,1120000000,20492000000,None,17515400000,650200000,17515400000,1120000000,3302800000,1074400000,28725000000,None,19757300000,2600000,260132949,ANTM
2018-03-31,USD,73300400000,36974100000,4631000000,21746400000,None,None,36794900000,2237600000,None,29261500000,9076000000,20185500000,21690300000,3962300000,17115800000,3552300000,832000000,46288000000,24755900000,None,None,1775800000,1125000000,20865300000,None,18110100000,650800000,18110100000,1125000000,3475500000,942300000,27012000000,None,19241100000,2600000,255544728,ANTM
2017-12-31,USD,70540000000,36263000000,3609000000,24602600000,None,36300000,34870800000,2175000000,2198000000,27599000000,8368000000,19231000000,25386200000,3937400000,20993700000,2249000000,565000000,44037000000,23356000000,None,None,2549600000,1275000000,20033800000,None,18657000000,1275000000,17382000000,19932000000,3343000000,925000000,26503000000,None,18054000000,3000000,256084913,ANTM
2017-09-30,USD,68309900000,36973700000,6097000000,26264000000,None,None,31901800000,2049200000,None,25428400000,7840600000,17587800000,24081700000,3007700000,20166800000,1822000000,850900000,42361600000,24412500000,None,None,2453400000,1180000000,17330600000,None,13777300000,1273400000,13777300000,1180000000,3788400000,944000000,25948000000,None,17306600000,2600000,257404755,ANTM
2017-06-30,USD,68237600000,37130700000,4561200000,25352300000,None,None,31664000000,1975700000,None,25443600000,7882400000,17561200000,24914800000,2909200000,20791100000,1774600000,778400000,41805900000,22567900000,None,None,1204400000,580000000,18619000000,None,15088000000,624400000,15088000000,580000000,3668900000,898300000,26431700000,None,17667000000,2600000,263095951,ANTM
2017-03-31,USD,68943500000,37981800000,6772400000,26555000000,None,None,31553800000,1957600000,None,25484200000,7923000000,17561200000,23896900000,2879400000,19782600000,1823600000,640500000,42851600000,23174200000,None,None,1692800000,540000000,19003700000,None,15449900000,1152800000,15449900000,540000000,3643100000,889900000,26091900000,None,17357700000,2600000,265074917,ANTM
2016-12-31,USD,65083100000,34314900000,4075000000,22722700000,None,None,31324000000,1977900000,2162000000,25525900000,7964900000,17561000000,22523500000,2796300000,18647400000,1781800000,467900000,39982700000,21294400000,None,None,1368400000,440000000,18022200000,None,15286900000,928400000,14358500000,15726900000,3581300000,883800000,25101000000,None,16560600000,2600000,263747395,ANTM
2021-09-30,USD,31816000000,18740000000,609000000,919000000,None,3117000000,13482000000,541000000,None,9076000000,529000000,8547000000,None,65000000,310000000,687000000,525000000,29517000000,17510000000,None,400000000,150000000,367000000,12796000000,1085000000,0,150000000,8250000000,9485000000,1348000000,919000000,2209000000,None,-445000000,2000000,225400000,AON
2021-06-30,USD,34580000000,21276000000,1091000000,1380000000,None,3545000000,13731000000,585000000,None,9223000000,564000000,8659000000,None,78000000,289000000,547000000,546000000,30013000000,18927000000,None,423000000,13000000,241000000,11868000000,1124000000,0,13000000,7272000000,8409000000,1418000000,912000000,4462000000,None,1823000000,2000000,227000000,AON
2021-03-31,USD,32175000000,18905000000,822000000,993000000,None,3526000000,13735000000,584000000,None,9181000000,594000000,8587000000,None,74000000,171000000,492000000,596000000,27814000000,16823000000,None,406000000,0,222000000,11779000000,1135000000,0,None,7263000000,8398000000,1301000000,905000000,4260000000,None,1801000000,2000000,227100000,AON
2020-12-31,USD,32114000000,18684000000,884000000,1192000000,None,3070000000,13902000000,599000000,1268000000,9306000000,640000000,8666000000,None,74000000,308000000,624000000,610000000,28531000000,17433000000,None,372000000,448000000,18000000,11940000000,65000000,7729000000,400000000,7281000000,7729000000,1171000000,895000000,3495000000,None,1042000000,2000000,229200000,AON
2020-09-30,USD,31359000000,18249000000,821000000,1269000000,None,2906000000,13534000000,609000000,None,9127000000,665000000,8462000000,None,59000000,448000000,525000000,556000000,27739000000,16870000000,None,318000000,472000000,696000000,11635000000,1206000000,0,472000000,7251000000,7947000000,1241000000,888000000,3542000000,None,1423000000,2000000,232600000,AON
2020-06-30,USD,31995000000,18990000000,757000000,1411000000,None,3314000000,13429000000,615000000,None,9055000000,699000000,8356000000,None,51000000,654000000,471000000,548000000,28300000000,17383000000,None,363000000,782000000,998000000,11692000000,1241000000,0,782000000,7229000000,8227000000,1319000000,900000000,3601000000,None,1751000000,2000000,232700000,AON
2020-03-31,USD,30282000000,17345000000,690000000,860000000,None,3554000000,13350000000,666000000,None,9039000000,746000000,8293000000,None,52000000,170000000,530000000,533000000,27022000000,17111000000,None,381000000,1884000000,2084000000,10726000000,1184000000,0,1884000000,6227000000,8311000000,1277000000,930000000,3169000000,None,1455000000,2000000,233200000,AON
2019-12-31,USD,29405000000,16476000000,790000000,928000000,None,3112000000,13355000000,621000000,1159000000,8948000000,783000000,8165000000,None,53000000,138000000,602000000,570000000,25956000000,15571000000,None,332000000,712000000,922000000,11213000000,76000000,7339000000,600000000,6627000000,7339000000,1086000000,877000000,3375000000,None,1254000000,2000000,234700000,AON
2019-09-30,USD,28167000000,15317000000,602000000,779000000,None,2866000000,13271000000,606000000,None,8945000000,874000000,8071000000,None,52000000,177000000,631000000,562000000,24606000000,14851000000,None,315000000,1148000000,930000000,10660000000,82000000,6120000000,194000000,6120000000,7486000000,1163000000,953000000,3492000000,None,1436000000,2000000,236900000,AON
2019-06-30,USD,29807000000,16745000000,581000000,816000000,None,3227000000,13442000000,599000000,None,9171000000,973000000,8198000000,None,54000000,235000000,631000000,521000000,25894000000,15481000000,None,396000000,844000000,618000000,11288000000,37000000,6740000000,199000000,6740000000,7807000000,1197000000,924000000,3836000000,None,1669000000,2000000,240600000,AON
2019-03-31,USD,29135000000,15919000000,600000000,734000000,None,3242000000,11944000000,606000000,None,9296000000,1077000000,8219000000,None,55000000,134000000,531000000,509000000,24273000000,14537000000,None,None,426000000,667000000,9432000000,50000000,5990000000,426000000,5990000000,6657000000,1220000000,973000000,4775000000,None,2555000000,2000000,242200000,AON
2018-12-31,USD,26422000000,14372000000,656000000,828000000,None,2760000000,588000000,588000000,1145000000,9320000000,1149000000,8171000000,None,54000000,172000000,618000000,448000000,22203000000,13296000000,None,316000000,251000000,251000000,9948000000,None,6244000000,0,5993000000,6244000000,936000000,1097000000,4151000000,None,2093000000,2000000,242200000,AON
2018-09-30,USD,25602000000,13348000000,484000000,651000000,None,2656000000,12055000000,594000000,None,9542000000,1260000000,8282000000,None,52000000,167000000,727000000,434000000,21274000000,12643000000,None,None,741000000,741000000,9388000000,None,5665000000,None,5665000000,6406000000,988000000,1090000000,4262000000,None,2042000000,2000000,244000000,AON
2018-06-30,USD,27217000000,14860000000,487000000,660000000,None,2992000000,12180000000,575000000,None,9654000000,1363000000,8291000000,None,54000000,173000000,732000000,404000000,22599000000,13843000000,None,None,799000000,799000000,9490000000,None,5659000000,6610000000,5659000000,6458000000,1121000000,1088000000,4545000000,None,2295000000,2000000,246000000,AON
2018-03-31,USD,27847000000,15115000000,597000000,715000000,None,3053000000,12577000000,578000000,None,10212000000,1662000000,8550000000,None,58000000,118000000,609000000,439000000,22462000000,13658000000,None,329000000,403000000,403000000,9604000000,None,5697000000,6256000000,5697000000,6100000000,972000000,1105000000,5301000000,None,2747000000,2000000,248500000,AON
